,index,UNITID,TYPE,TUITION1_INDISTRICT_UG,FEE1_INDISTRICT_UG,NUM_APPS_ADMIT,TOTAL_AMOUNT_PELL_TOUG,STATE,TOTAL_SPENT_ACADEMICSUPP,TOTAL_SPENT_STUDENTSS,STATEGRANT,LOCAL_GRANT
0,135,130253,0,44080,270,12189,4746256,NORTH,14970150,47240166,92335664,234061157
1,547,177542,0,22500,1500,492,1062947,MidWest,548503,2238376,5690513,14604706
2,1041,225502,1,5002,2311,3570,7951250,SOUTH,11661004,9188368,2436226,0
3,737,198464,1,4452,2787,20313,36114112,SOUTH,45567386,20070425,24452588,0
4,581,181127,0,31190,1580,2126,1433360,MidWest,1132752,7868736,17079137,30148961
5,596,183026,0,9600,50,37143,125672827,NORTH,140649300,277299818,85386170,790656154
6,259,147679,0,31430,670,4782,4175232,MidWest,6677694,12491011,25191606,63473907
7,142,131098,0,26934,350,1594,2548245,SOUTH,1193275,4811302,11991582,30048030
8,644,190415,0,58586,696,51500,12105746,NORTH,298062212,203632616,405891863,2458715330
9,976,218539,0,37400,2860,2016,1510891,SOUTH,5019191,11359237,25638999,45508486
10,694,195304,0,56020,1500,3674,847272,NORTH,5678193,12403393,35953511,81285359
11,169,136215,0,32370,1060,13727,11584994,SOUTH,98760202,46317589,99300367,655006655
12,309,153375,0,29076,716,1810,3256770,MidWest,2997492,7570759,21685479,36607154
13,1006,220473,0,16400,1890,573,1373458,SOUTH,2284240,3493421,2330953,23297743
14,216,141060,0,25942,4030,9118,4964062,SOUTH,9566732,13774966,19853021,102759285
15,664,192703,0,41600,4280,8429,4992040,NORTH,13243244,17963779,73043624,137816907
16,195,139630,0,20760,460,946,1908640,SOUTH,349538,4987752,8018578,15818523
17,977,218645,1,10398,362,3055,6254903,SOUTH,4803368,8038616,6598985,0
18,680,194091,0,38060,1700,11007,7499815,NORTH,25994324,29194004,66034445,268786586
19,419,164492,0,36920,2500,2742,1837320,NORTH,1099291,10105801,21042753,27627245
20,940,216542,0,21320,1286,522,1211869,NORTH,777597,1442022,4103064,13571530
21,720,196219,1,7070,1883,4594,7276307,NORTH,23888283,10187063,7781051,0
22,934,216038,1,7716,2268,5461,10154239,NORTH,12589940,18134325,6944460,325953
23,1079,229063,1,6941,1696,6687,23729003,SOUTH,17680977,16083438,4342457,201474
24,298,152567,0,32990,500,3841,2632254,MidWest,4221437,7401754,38066278,61889093
25,1024,221953,0,25350,150,2463,2940400,SOUTH,1499440,5923600,15741386,32983475
26,897,213303,0,14500,2500,1698,3256856,NORTH,1873558,4886171,13109767,27733921
27,886,212133,0,34136,570,2095,3189158,NORTH,3991846,11654301,27814404,51984391
28,201,139931,1,4371,2114,17250,39805340,SOUTH,54384255,37124893,39316,0
29,503,173142,0,27700,680,665,729381,MidWest,641830,5316347,8511818,20223622
30,1045,225627,0,31020,1266,6883,10192968,SOUTH,24542483,24388441,76515867,177719455
31,383,160658,1,5407,4951,9870,23781814,SOUTH,23727343,16766558,2519937,0
32,1073,228796,1,7446,1804,13121,57128120,SOUTH,30663404,23799327,32545851,0
33,1140,236939,1,10202,1968,21198,35239178,WEST,104199870,32742197,63822901,752702
34,675,193399,0,39500,1480,2963,4648704,NORTH,7263303,7742289,37691999,55284171
35,930,215798,0,36586,1018,2310,2113733,NORTH,4039928,9972498,34124470,56071379
36,527,175342,1,6044,1246,6846,12469602,SOUTH,6785390,7239731,0,0
37,248,145813,1,10741,2374,15487,26256362,MidWest,27820374,54750005,34490920,0
38,350,156356,0,24500,600,2490,1923087,SOUTH,368376,4491220,7418426,14477610
39,304,153250,0,32240,580,1495,1298558,MidWest,2826173,7650203,21616361,42887590
40,702,196033,1,7070,1521,2640,5162912,NORTH,11753036,8536505,4816233,0
41,65,110617,1,5742,1676,25734,70843503,WEST,48420437,59433247,64996249,0
42,159,133711,0,19940,100,5431,4163511,SOUTH,3119896,10929825,12024993,63182925
43,576,180489,1,5352,2078,5380,12330178,WEST,39137246,29166221,643430,0
44,255,147013,0,31100,1100,1965,2499217,MidWest,1366283,10749425,598695,40576480
45,268,149231,1,8559,2936,8773,16878757,MidWest,24936343,37476855,11336869,0
46,1048,226231,0,31740,750,2201,2903416,SOUTH,2964803,9604236,17931151,51635839
47,321,154350,0,41466,780,1300,2086085,MidWest,1566795,9614884,26694779,37685829
48,639,189705,0,28630,1600,3453,3222302,NORTH,7246601,20111163,29817726,78812889
49,75,115755,1,5742,2122,10198,16922430,WEST,20330139,25710818,13674408,0
50,303,153162,0,45288,626,2615,1032286,MidWest,2871944,9949482,27046371,41974157
51,311,153621,0,24180,1100,4169,794989,MidWest,1062610,4464575,8026213,16427420
52,805,203775,0,31416,1000,1306,1755243,MidWest,1629911,5388532,17605572,29303789
53,868,210739,0,38500,1000,3192,2906693,NORTH,4666385,12389563,34579438,76181755
54,903,213507,0,44740,1290,2500,1788041,NORTH,3477824,9978605,44189585,60491932
55,873,211352,0,32830,1015,2700,3389823,NORTH,6273844,11946300,25585084,54139999
56,989,219198,0,26926,2210,737,774987,MidWest,824437,4068514,8091776,16781507
57,631,187985,1,6463,1698,10436,28953602,WEST,52239694,31511500,30360702,0
58,809,204194,0,22400,250,1341,2632565,MidWest,2469085,9393799,24476412,36256767
59,108,126076,0,15000,700,70,479978,WEST,106323,949238,505232,5571321
60,841,207458,0,28094,4650,1714,1627905,SOUTH,6551748,11092476,32590109,72928593
61,363,157447,1,9912,384,6686,16214688,SOUTH,31775000,30235000,11501000,0
62,909,213826,0,35178,1750,2231,2669071,NORTH,9182747,10089160,31288244,64073612
63,1126,234155,1,5540,3614,9912,13573615,SOUTH,8671381,6009535,9626215,0
64,190,139205,0,17400,1500,483,1466479,SOUTH,365117,2284052,4239419,10270798
65,529,175616,1,7951,170,517,5249216,SOUTH,4575674,5817402,1227846,741135
66,1054,227331,0,29038,888,5529,3726076,SOUTH,3723542,12983250,17705447,59816001
67,119,127741,1,7596,2466,9149,12710900,WEST,22250925,23561878,7961948,0
68,536,176080,1,8800,110,16127,29505830,SOUTH,41535368,20064595,12002137,0
69,49,110361,0,33930,2290,6961,17790404,WEST,7234238,49728342,90854968,233076854
70,81,118693,0,45050,810,2471,1443612,WEST,2474806,7542179,21986849,27867009
71,1115,232937,1,5752,3870,6944,16813164,SOUTH,18436898,7463397,23228949,0
72,1047,226152,1,3818,3865,7079,24243359,SOUTH,23446640,10305379,13271334,0
73,915,214157,0,45321,2046,2337,2522470,NORTH,4462754,13055045,44254793,73561198
74,895,213020,1,9570,3574,9034,14321406,NORTH,22503762,20487543,8466811,0
75,918,214272,0,31500,1460,3341,3171225,NORTH,4860398,13784062,17723592,52246305
76,789,201548,0,37978,320,4017,3465043,MidWest,5369033,11718627,56788874,77558548
77,270,149514,0,32398,900,277,971707,MidWest,2261969,4779390,12548416,34371991
78,908,213783,1,7716,2944,2136,3678866,NORTH,4661982,8504603,2892292,0
79,1189,240727,1,3480,1441,4919,9879071,WEST,44763000,20222000,13480000,0
80,167,135726,0,52080,1602,40133,8081880,SOUTH,191910447,56874463,278812000,3659157259
81,948,217013,0,25200,890,808,1512102,NORTH,4668435,5233088,8386912,26790789
82,771,199847,0,56722,1038,11959,2322798,SOUTH,939235000,39100000,122732000,1663448000
83,802,203368,0,42676,1730,3610,2664925,MidWest,9397699,14774763,75501619,96581240
84,647,190716,0,27986,900,1772,2316436,NORTH,7492752,10128140,18098945,65580056
85,1138,236577,0,46728,516,3923,4000564,WEST,7587000,20539000,65237000,106772000
86,204,139968,1,2563,1226,2257,8665799,SOUTH,3289397,2835245,0,0
87,741,198561,0,31220,960,5370,3877884,SOUTH,2608542,15279995,28802325,65441608
88,958,217633,0,26820,3160,3804,3101685,SOUTH,6347839,13552039,28743898,62815931
89,12,101693,0,22700,1665,2037,2505794,SOUTH,874487,2908818,14114661,27326468
90,863,210331,0,33190,998,1924,1441086,WEST,1317719,4481207,16795219,21052101
91,709,196103,1,7070,2060,1951,2141995,NORTH,9376701,5822933,2525973,0
92,349,156295,0,44400,692,1857,7533902,SOUTH,10419270,12290341,65721011,139121807
93,301,153126,0,34650,1100,1102,1046346,MidWest,1193634,3197606,11290804,25625786
94,439,165936,0,37560,1670,2884,1460683,NORTH,3216251,11951188,28231007,62253752
95,1070,228705,1,5127,4562,6308,14359037,SOUTH,16822989,14682556,10136836,0
96,395,161554,1,8064,1464,4774,9000329,NORTH,22196000,19311000,2222000,0
97,323,154518,0,21886,1202,1040,3179818,MidWest,2995419,4252937,8220310,24146198
98,1023,221892,0,25998,900,1461,3333411,SOUTH,4314207,13922693,1407253,57715968
99,181,138293,0,25526,2892,3282,1688807,SOUTH,362421,6766170,0,14643316
100,797,202514,0,33150,760,3021,1096968,MidWest,708894,5228284,7786010,15026491
101,1130,235024,0,32964,1236,587,864846,WEST,3248498,3819440,3028710,25164583
102,571,179964,0,25000,930,1463,1197152,MidWest,2061400,4476318,9460714,25331391
103,408,163453,1,5477,2151,9623,16347355,SOUTH,24603911,9452146,0,0
104,1060,227863,0,30800,760,1074,4130054,SOUTH,2604878,8850348,29899265,69674940
105,613,185590,1,12082,991,11888,36197328,NORTH,40741000,20732000,35172000,0
106,107,125897,0,41102,1494,1554,2712107,WEST,5041523,4232856,0,37861337
107,1028,222983,0,42405,185,4288,2061555,SOUTH,2596910,7893399,35467301,43708543
108,593,182795,0,36980,3700,4517,2048727,NORTH,4509691,12619663,35870209,50379077
109,937,216339,1,16080,890,33805,38990125,NORTH,175996000,81098000,152840000,3432630000
110,1080,229115,1,8683,2917,29131,43517356,SOUTH,113246805,54755924,13431760,0
111,58,110538,1,5742,2122,19999,34171019,WEST,34826832,36446588,30791790,0
112,607,184612,0,32550,2450,2838,4946888,NORTH,4346917,12902300,26368821,47251358
113,88,121150,0,57750,252,11768,2961426,WEST,91221000,69320000,130833000,416238000
114,880,211583,0,37950,250,2318,2591607,NORTH,2867907,6237158,18385706,36919946
115,459,167783,0,40850,1067,2905,2065472,NORTH,20322245,12957551,51152605,186860363
116,1017,221661,0,22060,870,2281,4105832,SOUTH,4800352,11080406,18675992,72705835
117,528,175421,0,26650,375,2380,4804074,SOUTH,1937957,13678988,11418409,44067151
118,877,211468,0,40967,600,1851,2142598,NORTH,1425548,5898630,17868714,37299468
119,1222,486026,0,10500,250,31,272823,NORTH,19201,479602,674543,1619165
120,573,180258,0,26462,200,272,1040862,WEST,531615,6389562,6976503,24270749
121,131,129525,0,40490,3070,12660,6402911,NORTH,3456000,23094000,101191080,176454000
122,27,104179,1,10990,1394,43540,48510329,WEST,309535000,110358000,7814000,0
123,998,219709,0,35310,1720,8926,5515344,SOUTH,19947256,32340374,82673676,196781218
124,186,138868,0,20700,1150,1044,4910777,SOUTH,3602429,5951115,6318249,27646915
125,1180,240365,1,6422,1295,6340,11153266,MidWest,20347682,26194407,1560298,0
126,335,155399,1,9375,1065,9208,15738006,MidWest,57132651,35280210,3599909,0
127,665,192712,0,48280,990,1268,354657,NORTH,4899353,3528576,18945468,42880147
128,1173,239716,0,40070,815,3358,1538166,MidWest,5134134,10495392,35717821,72806187
129,126,128771,1,6162,5340,7724,15240085,NORTH,20719922,39899057,2414281,0
130,133,129941,0,40170,1484,10671,6377820,NORTH,18006853,33625457,95359426,186315801
131,228,142115,1,5532,2536,15511,20866542,WEST,42892154,22775948,523765,0
132,194,139393,0,35670,1040,612,849758,SOUTH,1809938,6626033,16201854,29648337
133,1179,240338,0,31310,444,981,1091796,MidWest,2271463,6201807,14161029,30914896
134,851,209065,0,44450,682,2250,1813388,WEST,4738404,13240060,39461979,63305599
135,231,142461,0,32130,650,2793,1835264,WEST,3787860,10425629,18630706,40934016
136,876,211440,0,57560,925,26189,4826528,NORTH,159475953,64233657,170732800,1299231349
137,674,193353,0,33126,1286,2178,2729617,NORTH,5208293,9548142,24690048,58650389
138,90,121309,0,37600,700,2949,3590791,WEST,10900882,29024841,34260967,110371108
139,828,206589,0,53550,450,5582,1750031,MidWest,9616102,20363582,61105655,97477631
140,283,151111,1,8795,1149,16220,33078924,MidWest,269139314,42246510,0,0
141,817,204909,0,46870,260,3962,2055753,MidWest,5468094,13589584,45962978,67309822
142,742,198613,0,39400,720,3660,2777427,SOUTH,5410085,9737662,25889556,53340247
143,80,117946,0,51820,757,18576,4904018,WEST,59331000,67355000,133682000,404979000
144,650,190761,0,29860,860,2309,3015731,NORTH,2281153,7573178,14030309,40379089
145,1032,224226,0,30690,1250,4704,2996190,SOUTH,5260995,28691734,37024878,94562486
146,1144,237066,0,45050,1200,3915,3661921,WEST,7474567,16345606,58273578,84343820
147,783,200484,0,14848,2492,45,439761,MidWest,408343,1102571,951279,5670267
148,35,106412,1,5130,2934,5464,8424805,SOUTH,8618464,6177436,1703479,0
149,568,179894,0,28500,200,2901,3613893,MidWest,36250452,19519138,31491901,168270169
150,589,182281,1,7747,718,13256,44762410,WEST,116865000,93197000,29040000,0
151,239,144962,0,38354,300,4299,5060061,MidWest,7067690,14382948,51657107,70710430
152,464,168005,0,41242,406,7686,6182954,NORTH,39379304,30142294,99012729,235867528
153,6,100937,0,17650,1250,2460,1313515,SOUTH,3760960,8950139,10878745,44619283
154,1225,486840,1,4450,1986,18601,49292116,SOUTH,81687499,46259162,44699,1500
155,538,176406,0,10258,477,1844,3048687,SOUTH,2682113,4356138,2008151,23963418
156,47,107983,1,6420,2660,3426,8005991,SOUTH,4704023,6404892,3841562,0
157,1076,228981,0,31450,400,2683,2567150,SOUTH,2221178,6906160,24546240,36071055
158,1125,234076,1,15772,3123,40879,10620436,SOUTH,239331557,66312177,14120138,0
159,1203,431983,0,10500,200,0,164985,NORTH,0,1031828,1382821,6273709
160,1007,220516,0,30106,1734,781,3820156,SOUTH,1212432,5985369,11663344,30820625
161,94,122436,0,52120,744,13171,4846778,WEST,30499000,42018000,128231000,346121000
162,885,212115,1,8288,2971,4685,10199406,NORTH,16220231,10034203,5053435,0
163,826,206507,0,26400,1000,1558,2210981,MidWest,1560671,7231070,15271385,26026288
164,422,164641,0,28500,700,249,1334111,NORTH,175103,2000388,0,12801736
165,443,166391,0,37500,1500,2496,2524080,NORTH,2638450,11851454,25455200,58502289
166,471,168430,1,970,9616,4044,7158163,NORTH,6152467,11188502,4711981,0
167,202,139940,1,7158,2128,20409,63874757,SOUTH,99613905,51985456,0,0
168,148,132408,0,11250,900,90,680096,SOUTH,228462,734985,318036,6090186
169,824,206437,0,29910,1600,2112,2575170,MidWest,4031422,9873106,30305204,48631926
170,8,101435,0,25546,1489,2129,1902219,SOUTH,2197449,6536882,10696399,23465278
171,1084,229780,0,19996,1308,900,3671723,SOUTH,2398266,9004687,7411269,58309377
172,262,147828,0,35960,990,4711,4847717,MidWest,6518872,21689211,61588010,89701932
173,120,127918,0,38208,350,5912,3348648,WEST,15495253,24840778,44800639,131652611
174,401,162654,0,47100,100,2598,2116570,SOUTH,6058000,10342000,39073000,69289000
175,560,179043,0,38800,980,3629,1467452,MidWest,6684425,5832535,37441034,54892955
176,355,157058,1,7700,1100,3377,5004010,SOUTH,416254,9874188,1009706,0
177,288,151342,1,7067,648,2712,8036178,MidWest,7284217,4739976,0,0
178,19,102270,0,9548,1744,1230,3579888,SOUTH,1182778,2314781,1804795,17010814
179,87,120883,0,50370,724,14063,6695966,WEST,29476408,39182776,98508974,319470703
180,286,151306,1,8716,570,4158,10270656,MidWest,17040010,13471932,9872305,0
181,1053,227216,1,8295,2795,21514,56712052,SOUTH,72407141,95292716,19674911,0
182,956,217536,0,42220,700,4972,2078644,NORTH,6284000,12555000,42868058,72090000
183,62,110583,1,5742,1104,67426,81106447,WEST,61293379,62878474,72061707,0
184,947,216931,0,36888,1864,3633,3459474,NORTH,10473036,16251619,41277888,100889075
185,719,196200,1,7070,1484,4450,7461981,NORTH,8942869,9540778,7080897,0
186,403,163046,0,49700,1400,10489,2507817,SOUTH,17172754,34203343,95834812,188274493
187,1229,488314,0,12100,250,35,167209,NORTH,68592,218973,409102,902019
188,101,123554,0,50460,200,5364,2948601,WEST,11972797,26986258,57197594,130612651
189,414,164076,1,6962,3236,12295,28711917,SOUTH,42003111,26946751,201318,34039
190,236,144351,0,32660,976,4786,3013653,MidWest,5464553,25194641,22768560,76859464
191,482,169798,1,13500,1795,15957,28207288,SOUTH,29287442,22866372,1532326,0
192,996,219602,1,6720,1583,7346,21750542,SOUTH,13787603,25546034,20067226,0
193,1040,225414,1,5856,1648,1666,12326653,SOUTH,23126512,10335897,3413595,0
194,1204,433660,1,4191,1927,15430,20635492,SOUTH,20991340,17785744,17672750,0
195,584,181394,1,6344,1792,8864,19206894,MidWest,24224190,12834482,0,0
196,946,216852,0,47770,805,5739,2959648,NORTH,13711062,19452723,87933609,152903123
197,1030,224004,0,32900,900,1405,3035978,SOUTH,2962469,20764870,18612054,46927963
198,189,139199,0,30000,1720,1139,3528385,SOUTH,3711111,16425875,10477421,58040901
199,198,139755,1,10258,2594,40852,9476413,SOUTH,85952415,44766713,0,29213875
200,267,149222,1,9591,5466,6165,15135936,MidWest,257283248,57537823,11078547,0
201,893,212984,0,30590,1050,1314,3540780,NORTH,3723432,5307723,23081158,44352899
202,1083,229267,0,45840,616,9394,1742264,SOUTH,15383291,23616919,65351651,145067849
203,623,186867,0,53828,2124,10346,2950445,NORTH,39036000,32368000,91518000,264926000
204,1063,228246,0,51958,6582,14010,3360131,SOUTH,94800000,52727000,210449000,615710000
205,961,217776,0,24926,750,922,2300605,SOUTH,1344070,4286598,9220802,24507328
206,597,183044,1,15520,3418,18797,11162661,NORTH,68116977,22891631,724602,0
207,516,174525,0,17034,300,126,248346,MidWest,165588,645063,0,3310173
208,41,107071,1,5760,1632,3673,7037530,SOUTH,9421430,6311097,3183358,0
209,393,161457,0,37390,1360,4843,2210210,NORTH,21442361,23277739,47845145,185893109
210,994,219383,0,19170,350,1648,1658011,MidWest,1589215,7510429,7977546,25638165
211,1065,228431,1,7842,2758,9016,21240968,SOUTH,22491904,27895561,9792888,256119
212,99,122755,1,5742,2110,32375,51000927,WEST,53368822,79146933,49397048,0
213,1157,238078,0,29090,200,1057,866693,SOUTH,1186529,5394599,7356344,23188132
214,579,180984,0,34200,700,2118,1455712,MidWest,2454107,12217013,24853584,35915125
215,154,133492,0,47044,660,4815,1945675,SOUTH,4423426,13849639,44735766,79518617
216,1003,219976,0,32080,2664,3621,2708276,SOUTH,14502992,25332906,45158225,159492696
217,494,172033,0,20987,120,2,44265,SOUTH,638274,1599199,985838,8372325
218,111,126580,1,9208,1632,8944,13955844,WEST,26665694,20838764,9698018,0
219,208,140553,0,27038,2430,3258,5661410,SOUTH,8385400,42361149,24462198,120737805
220,963,217864,1,75,12545,2524,2999718,SOUTH,10018193,10385831,4974647,0
221,453,167260,0,35290,1250,2507,1969596,NORTH,3523596,9958208,21341073,37883631
222,1178,240329,1,7585,1575,6214,7427246,MidWest,20141218,26028686,1245771,0
223,76,117104,0,16584,850,116,1176304,WEST,1073857,3338999,1468402,11758443
224,258,147660,0,41000,180,6919,2938120,MidWest,7160480,9893143,54595497,79923843
225,875,211431,0,30542,904,650,2491759,NORTH,6853571,2468589,11068320,53371849
226,1093,231059,0,46175,2000,3184,1084102,NORTH,6824056,13744265,31045200,69089463
227,790,201645,0,52448,500,29084,3550436,MidWest,22849615,35274031,206737042,1021160225
228,51,110404,0,54570,2292,8007,482283,WEST,49526627,25995377,80206000,3376928449
229,838,207324,0,24550,540,2186,1918801,SOUTH,1639508,8958219,22099026,46648445
230,693,195243,0,33400,800,1793,1870286,NORTH,2757279,6497231,21091560,33383420
231,1010,220631,0,23040,450,1630,4225797,SOUTH,28425321,12648760,25910284,129168428
232,655,191533,0,47370,994,3609,2095700,NORTH,2198103,9603469,28835699,49887778
233,274,150145,0,29250,540,1235,2143580,MidWest,867787,7565027,13986426,26404796
234,1022,221847,1,8358,1278,6781,13745734,SOUTH,14128968,23222739,24410064,0
235,163,133979,0,12576,3360,3929,3986184,SOUTH,2767092,7493762,1588130,43647824
236,280,150756,0,38880,770,2565,1536256,MidWest,1478325,9659110,31522957,36551940
237,744,198756,0,16014,2770,7160,5510781,SOUTH,3159461,8037940,7262420,44723714
238,78,117627,0,33228,990,5113,4095308,WEST,8258579,7905506,2135935,74985961
239,530,175856,1,8270,175,9551,18621866,SOUTH,9828185,19915562,1205068,0
240,336,155414,0,30250,320,1293,1184996,MidWest,654140,4865912,9926951,17526478
241,559,178697,0,19500,460,2437,3221772,MidWest,553363,3094269,22672826,63958283
242,60,110565,1,5742,1212,45449,80571378,WEST,46894200,52758717,70274370,0
243,372,159391,1,8038,3924,28960,30136281,SOUTH,90955391,28935582,1576020,0
244,1064,228325,0,20496,960,703,4184967,SOUTH,4119151,3241706,7697009,30579640
245,708,196097,1,7070,3021,37083,31375251,NORTH,113262614,74901229,28009399,0
246,1021,221768,1,8214,1534,9001,12173705,SOUTH,10053946,17191229,15226331,0
247,535,176053,0,18200,1108,2559,4008868,SOUTH,3530780,12466486,33730511,75993423
248,200,139861,1,7508,2016,4515,5034190,SOUTH,16703362,10524826,30644959,0
249,1005,220181,0,20220,1912,6345,2605966,SOUTH,4062413,3826605,12116109,28661661
250,188,139144,0,37720,226,4166,2047008,SOUTH,9540780,18813784,44562669,92782947
251,983,218964,1,15306,530,6705,9059782,SOUTH,8892181,18079278,14986889,0
252,730,197230,0,30300,1500,1998,952610,NORTH,1348398,3636513,7655426,21689448
253,493,171599,0,30126,1040,2134,2527690,SOUTH,667114,6618543,16111298,22844897
254,1033,224244,0,18176,910,474,441163,SOUTH,412195,912084,628687,4106154
255,929,215770,0,47740,200,7632,2753559,NORTH,13380332,35485753,99349180,210347379
256,418,164465,0,59890,1000,10603,2127649,NORTH,38452205,36681400,47004083,232751101
257,375,159717,1,5147,3235,3496,9841046,SOUTH,9084649,5997310,2083254,0
258,857,209612,0,47158,937,2458,2475311,WEST,26379297,16544176,42694858,125978174
259,550,178059,0,24766,2400,2503,6298248,MidWest,10845967,16815246,40107584,114549428
260,521,174862,0,27270,710,949,1355325,MidWest,2614346,4862704,6042225,17074609
261,891,212832,0,36027,780,1019,2825678,NORTH,10935000,6018000,22204000,55111000
262,211,140818,0,27300,220,1457,2778146,SOUTH,2487082,9106907,1691903,48046183
263,325,154688,0,30170,500,819,1850750,MidWest,1988119,8267364,16102361,36964031
264,244,145619,0,30830,1510,3017,4891995,MidWest,7238862,20094060,32310796,74092716
265,685,194693,0,13900,350,18,69230,NORTH,215356,267091,468442,2045598
266,205,140234,0,32000,370,1624,1707360,SOUTH,1405349,7312256,14421938,32068646
267,992,219347,1,7740,3280,1329,1866936,MidWest,6785605,7725156,806804,0
268,426,164988,0,56854,1218,61007,13886164,NORTH,138032000,91212000,456635000,2077641000
269,220,141325,0,23990,1200,1142,1369858,SOUTH,1016197,2614310,6429188,17652689
270,348,156286,0,41520,1653,4191,2877138,SOUTH,6358515,17671036,60675011,76796689
271,34,106397,1,7568,1816,19777,18636365,SOUTH,67439782,43133274,30883612,0
272,85,120537,0,33250,1200,794,1097060,WEST,1567301,5865751,341159,21358222
273,997,219639,0,11112,1460,456,2585916,SOUTH,2166888,3250568,264506,18407936
274,156,133553,0,36456,1508,9581,7573528,SOUTH,11897000,27760000,73275000,382669000
275,713,196149,1,7070,1607,12392,9021150,NORTH,24140679,12386745,10074395,0
276,945,216807,0,37075,600,2746,1666693,NORTH,4730573,7772097,27367611,36828053
277,768,199643,0,11808,4672,6437,4396237,SOUTH,424325,7839305,4710161,37330499
278,745,198808,0,26140,1850,1430,1844339,SOUTH,1371827,5374729,9861960,20421702
279,567,179867,0,56300,593,27949,4754841,MidWest,227173000,99968000,294823061,3560028000
280,1131,235097,1,6707,1026,5618,17243453,WEST,21983536,23018154,22789194,0
281,670,193016,0,19578,800,7246,19769240,NORTH,28442071,20681960,40694619,158197997
282,819,205124,0,13000,100,22,154273,MidWest,410070,396525,501770,2728256
283,962,217819,1,12518,460,15214,9630394,SOUTH,19713603,18354638,19185236,0
284,548,177746,0,39500,600,1005,1448911,MidWest,3970056,2751890,13509969,22550515
285,463,167987,1,13833,575,8738,11266959,NORTH,31344000,20932000,3743972,0
286,531,175980,0,38600,2714,2796,1250266,SOUTH,2243385,6934813,20045421,33782593
287,616,186283,0,45120,740,9250,5737780,NORTH,16186000,26204000,83778000,149558000
288,491,171456,1,11882,796,6233,10903742,SOUTH,15428094,19480408,6562994,0
289,970,217998,0,34435,2100,1020,1533406,SOUTH,936347,1893483,15692070,20459020
290,314,153834,0,45000,610,3640,1665387,MidWest,4050737,14062497,53022451,72219455
291,390,161253,1,9240,2504,14785,11133712,NORTH,37446000,30376000,2519000,0
292,628,187648,1,4074,2454,2409,6542541,WEST,4193159,9460114,3575697,0
293,561,179159,0,46400,724,16580,6213683,MidWest,60363793,31429302,187139074,839258754
294,836,207263,1,5913,1002,1584,12579460,SOUTH,8461580,10714136,8029560,0
295,902,213400,0,26330,680,301,2304632,NORTH,1445514,4437223,9404212,31184823
296,861,210146,1,8820,2097,2320,6440205,WEST,8918285,6065227,2000494,0
297,134,130226,0,48200,2560,19798,4777534,NORTH,23967871,55191499,149542944,314688935
298,1014,220978,1,7200,1870,9096,33918645,SOUTH,35995271,47090762,38953524,0
299,942,216667,0,49612,558,2496,1724723,NORTH,5165401,10233036,35576552,59245028
300,835,207157,0,11200,5347,152,850943,SOUTH,274478,989066,2368744,4732374
301,10,101541,0,17240,1400,432,571692,SOUTH,669507,1382833,2019208,9415776
302,953,217484,1,12922,2082,23856,14092339,NORTH,67553225,42236250,2749201,0
303,310,153603,1,8042,1274,20223,26436551,MidWest,231224369,36835325,2292473,0
304,404,163268,1,8704,716,11459,15204501,SOUTH,27763221,26620148,9415236,482898
305,638,189097,0,55781,1698,9411,1869538,NORTH,20769000,13240000,35494252,199285000
306,1200,399911,0,32250,1712,427,393395,WEST,6104000,8796000,9418727,61658000
307,370,159009,1,5140,2495,8153,17341381,SOUTH,3471756,4680894,0,0
