UNITID,SA09MOT
196194,0
196200,0
196219,0
196228,0
196237,0
196246,0
196255,0
196264,0
196291,0
196307,0
196389,127500
196413,120549990
196431,0
196468,29589249
196565,0
196583,0
196592,0
196653,1829861
196699,0
196866,21863624
196884,1518670
197018,0
197027,0
197036,0
197045,0
197133,29680081
197142,0
197151,0
197197,9491540
197221,0
197230,1865100
197285,0
197294,0
197601,0
197647,0
197674,0
197692,0
197708,40389555
197735,0
197744,0
197814,2578695
197850,2226141
197869,76120965
197887,3686793
197911,2821978
197966,1631009
197984,0
197993,780389
198011,0
198039,1564392
198066,2453598
198084,984629
198109,0
198118,2260325
198136,11518205
198154,8021694
198206,0
198215,4659088
198233,5211630
198251,5272104
198260,0
198303,2335000
198321,2828495
198330,4840522
198367,3124035
198376,4221544
198385,21754634
198419,202847375
198455,5668136
198464,71206891
198491,1855656
198507,5754766
198516,33106131
198534,211550
198543,14745484
198552,3528081
198561,7185900
198570,5444640
198598,2216235
198613,0
198622,10794777
198640,1473036
198668,2151357
198677,0
198695,16138934
198710,2620472
198729,1068444
198756,4947209
198774,5866522
198808,2001297
198817,4885011
198835,7984284
198862,0
198871,1234590
198899,0
198905,1098877
198914,0
198923,0
198950,8914509
198969,6606348
198978,0
198987,0
199023,570359
199032,1152838
199069,0
199087,0
199102,28003041
199111,15761674
199120,145612465
199139,94008964
199148,59330185
199157,23842041
199184,9485704
199193,141113852
199209,3127215
199218,53023668
199263,426894
199272,1932267
199281,19323827
199306,3264941
199324,0
199333,3589875
199412,7466150
199421,1552674
199449,3954167
199458,0
199467,1139255
199476,1444841
199485,1633770
199494,6547339
199582,2637003
199607,2192665
199625,0
199634,1098681
199643,1596057
199698,0
199722,2602702
199731,3751440
199740,713294
199759,0
199768,4491009
199786,2324151
199795,660843
199838,2444352
199847,69432489
199856,21331824
199865,0
199892,2197206
199908,3227625
199926,2135394
199953,525378
199962,6867496
199971,0
199999,14472745
200004,33788826
200013,0
200022,5612776
200059,3088403
200086,0
200156,3842486
200192,1629667
200208,518097
200217,728602
200226,2380354
200253,9654135
200280,39231859
200305,6201594
200314,832126
200332,36448406
200341,1698595
200466,1138357
200484,453227
200527,2786648
200554,1921562
200572,3490923
200590,0
200785,0
200800,40769541
200846,205382
200873,0
201061,510547
201104,10412875
201140,375890
201177,661921
201195,13323303
201283,1213038
201371,2179306
201432,2971642
201441,57157851
201469,0
201548,10903526
201645,72232052
201654,13886312
201672,1738341
201690,6141059
201751,0
201821,68856
201867,0
201885,119485251
201928,10404678
201946,5774867
201955,13181772
201964,0
201973,4117706
202046,0
202073,0
202134,44638760
202170,0
202222,21179312
202356,32650569
202435,42720
202480,41604327
202514,1865338
202523,20900777
202648,2306850
202763,8392594
202806,0
202903,0
202912,0
203067,3758180
203085,3653884
203128,3689270
203155,1322354
203289,0
203331,3091470
203368,13203407
203386,241000
203447,2785881
203456,1074333
203465,7108474
203474,3184129
203483,3197422
203492,2357377
203517,75057095
203526,2446746
203535,16843618
203544,365851
203580,1872699
203599,11565739
203678,1997392
203720,0
203739,0
203748,8235856
203757,0
203775,3404935
203845,6731479
203881,1864589
203960,2094500
203997,723900
204006,6933138
204015,3057257
204024,81300848
204176,0
204185,0
204194,2734691
204200,4261005
204255,1670640
204264,5953223
204422,2173683
204440,2163188
204468,2236116
204477,0
204486,0
204501,0
204608,0
204617,3012289
204635,17039804
204662,1272622
204671,2473128
204680,2492896
204699,3178655
204705,4493998
204796,204076668
204802,1069129
204820,2472544
204839,1877944
204848,1947990
204857,65579059
204866,1897276
204884,0
204909,8753164
204936,10990975
204945,6892231
204990,0
205027,0
205054,0
205124,0
205179,0
205203,3332561
205391,0
205443,8148722
205470,22381791
205559,0
205841,7467163
205887,0
205957,9332228
205966,2588369
206011,1928777
206048,4271733
206084,49181701
206279,0
206288,0
206349,0
206394,0
206437,0
206446,1685323
206491,0
206507,2873726
206516,0
206525,6828945
206589,13190126
206604,38773776
206622,30475962
206695,29097150
206817,0
206835,1684410
206862,1510717
206914,7033458
206923,0
206932,0
206941,0
206996,1332331
207041,0
207050,778664
207069,578723
207157,482733
207209,3802727
207236,0
207254,287117
207263,14341608
207281,4606444
207290,2217756
207306,4355487
207324,5036602
207342,0
207351,1392912
207388,77007285
207397,2631219
207403,6626391
207449,6071285
207458,10499417
207500,92649863
207564,0
207582,10306525
207661,0
207670,3892421
207722,2199980
207740,1171989
207847,0
207856,763650
207865,10647606
207935,10546834
207962,0
207971,29584811
208035,630604
208275,0
208318,8885841
208390,0
208406,0
208415,0
208479,0
208512,0
208646,7048978
208822,9032172
209038,0
209056,18672203
209065,0
209074,0
209241,0
209250,0
209287,0
209296,0
209409,1123075
209490,1492155
209506,10471702
209542,94007459
209551,101425879
209603,1026112
209612,9793916
209746,0
209807,66016278
209825,22219611
209922,16719830
209940,0
210146,12310131
210155,2733140
210234,1841212
210270,3848148
210304,1238596
210331,1690830
210368,0
210401,0
210429,17515233
210438,0
210492,0
210571,36000
210599,0
210605,0
210669,11310334
210739,5986815
210775,7111525
210809,0
211024,0
211079,2480170
211088,9638989
211130,0
211158,31374079
211273,15294057
211291,41572089
211307,202415
211343,3987229
211352,4792545
211361,22822511
211431,5639345
211440,130955808
211468,4336140
211477,0
211556,4344573
211583,2939129
211608,2914479
211644,15785689
211893,0
211927,0
211981,7098360
212009,18572550
212045,0
212054,87829671
212106,29252989
212115,19450559
212133,3278564
212160,20962377
212197,8132112
212434,0
212443,0
212577,23154961
212601,13866723
212656,3830592
212674,19869860
212771,0
212832,3885480
212869,0
212878,13724961
212911,15398411
212975,0
212984,0
213011,0
213020,42402266
213181,0
213233,1384338
213251,7656289
213303,2536957
213321,9994617
213349,30376907
213358,3946435
213367,16097980
213376,0
213385,26365680
213400,1627057
213446,0
213473,0
213507,6938138
213525,4751853
213534,0
213543,69072990
213570,0
213589,0
213598,8299833
213613,16366056
213631,0
213659,5764559
213668,6132248
213774,0
213783,8157218
213826,8730782
213914,0
213987,8517250
213996,13713325
214023,0
214041,25207802
214069,0
214111,0
214148,0
214157,8769743
214166,2437243
214175,14985841
214272,5263218
214290,0
214379,7955276
214564,0
214582,0
214883,799922
214892,0
214944,0
214971,1143959
215053,0
215062,245233735
215105,5497796
215114,0
215132,0
215239,829976
215266,4568758
215275,5132013
215284,8878073
215293,127312037
215309,592146
215381,0
215390,0
215415,0
215424,1269810
215442,11333277
215585,0
215619,0
215637,0
215655,20067322
215682,0
215691,1361100
215743,5243782
215770,24147563
215798,7060749
215813,103596
215929,25535552
215947,0
215992,0
216010,26597199
216038,32253714
216047,0
216083,0
216278,10315906
216287,27050478
216296,5696319
216311,0
216339,0
216348,0
216357,3504034
216366,8495663
216436,0
216445,0
216454,0
216463,0
216524,10283412
216542,1087024
216551,0
216597,64130274
216667,0
216694,4020299
216764,59571832
216782,276300
216807,4529260
216816,0
216825,4601737
216852,0
216931,12392369
216940,1004670
217013,2106212
217040,0
217059,13444389
217077,0
217156,98407019
217165,22451051
217235,21825082
217305,0
217402,30240945
217420,28151074
217475,18170331
217484,0
217493,16690699
217518,21809516
217536,8863556
217606,0
217615,2658384
217624,0
217633,6180980
217688,0
217712,0
217721,3619625
217749,7020654
217776,676095
217819,40593945
217837,1027264
217864,16557087
217873,6611980
217882,118604896
217891,363950
217907,4022135
217925,0
217934,1964241
217961,4759668
217989,1065283
217998,0
218025,4232745
218061,12386922
218070,21986369
218113,14934170
218140,8890415
218229,8015808
218238,1974133
218335,0
218353,12143945
218399,841492
218414,4180585
218441,0
218487,3248567
218520,5561724
218539,4942265
218645,8904711
218654,5232536
218663,121403812
218672,2564210
218681,1112824
218690,1702260
218706,724177
218724,32114980
218733,8102824
218742,14596332
218751,0
218821,0
218830,6487749
218858,90430
218885,6882987
218894,13085521
218919,1299644
218955,1026406
218964,16997582
218973,10640909
218991,5660715
219000,6874035
219046,7552379
219082,7320635
219091,1987150
219143,5330363
219189,3059953
219198,0
219204,0
219240,0
219259,6038681
219277,2660713
219295,1478729
219347,11667994
219356,31230648
219374,0
219383,3432014
219408,408045
219426,2995328
219471,18971795
219480,0
219505,0
219602,28258929
219639,546600
219709,0
219718,0
219790,2149256
219806,4908926
219824,8759117
219833,6408666
219842,0
219879,4286921
219888,0
219903,0
219949,3150147
219976,0
220002,0
220057,2510235
220075,27851895
220118,0
220181,0
220206,681487
220215,4542729
220400,4372547
220464,0
220473,0
220516,0
220552,0
220598,1829324
220604,1660989
220613,11266190
220631,0
220701,1840222
220710,0
220862,65660611
220871,606611
220978,71973501
220996,0
221096,6114262
221148,0
221184,7832903
221351,14024845
221397,5451127
221485,8856797
221519,14493285
221643,13256670
221661,0
221670,0
221731,0
221740,33903140
221759,137297249
221768,18091268
221838,16865352
221847,32850572
221892,4194150
221908,6009777
221953,0
221971,8975965
221999,133912280
222053,8818373
222062,7449422
222105,0
222178,19399192
222567,3901522
222576,8595645
222628,0
222822,4405135
222831,19591197
222877,0
222938,0
222983,6628165
222992,8525129
223001,0
223083,0
223117,0
223223,0
223232,0
223320,1851019
223427,17630529
223463,0
223472,0
223506,5115629
223816,5076293
223898,1742066
223922,1029688
224004,3705972
224110,6514046
224147,30421341
224226,1392043
224244,0
224271,0
224305,0
224323,10494769
224350,19345799
224527,4053068
224545,6472448
224554,25425401
224615,59790924
224642,22051750
224660,0
224679,119960
224712,0
224776,0
224891,997244
224961,2653293
225070,5131283
225201,0
225247,4471159
225308,5488986
225371,3679605
225399,25174
225414,22975227
225423,6868580
225432,24273415
225502,10244808
225511,149852433
225520,1452769
225548,3004670
225575,1681440
225627,0
225876,0
225885,1467450
226019,3712014
226091,32352337
226107,2000391
226116,1726967
226134,8238572
226152,15052250
226204,9437212
226231,4131183
226277,0
226383,2957885
226408,4641921
226471,9977189
226578,12328232
226587,4722928
226806,4963690
226833,15257248
226879,0
226903,85048
227146,4316387
227182,5564624
227216,95941253
227225,2090408
227289,0
227304,5883799
227331,0
227368,85665609
227377,4721478
227386,2366636
227401,3504511
227429,0
227526,27310840
227687,321153
227757,102884179
227845,12513033
227854,10762585
227863,6758071
227881,55300522
227924,16719605
227979,24531906
228042,214136
228149,17165074
228158,13954836
228194,7758842
228246,92294497
228316,2788596
228325,2438602
228343,8386650
228431,33578672
228459,94178358
228468,2511617
228486,308938
228501,5998114
228529,22995813
228547,40389266
228608,4600085
228635,0
228644,214167
228653,0
228699,3357728
228705,26451050
228723,229312846
228769,101475049
228778,336349369
228787,104738598
228796,63585991
228802,26379805
228866,0
228875,74003546
228884,1208220
228981,5583429
229018,12313571
229027,83818127
229063,7543398
229115,121835823
229160,0
229179,35652692
229267,25740929
229300,0
229337,0
229355,9149597
229504,2246886
229540,4043724
229780,2524698
229799,4455454
229814,21599563
229832,1033506
229841,7489935
229887,753681
230038,885159
230047,0
230056,0
230171,14017029
230366,0
230418,0
230597,0
230603,18588947
230621,0
230728,71834839
230737,55984876
230746,20985588
230764,74142367
230782,34210311
230807,7798381
230816,5446802
230834,4935814
230852,6259584
230889,0
230913,4249524
230959,34488448
230995,11180352
231059,8202156
231068,0
231095,0
231147,0
231165,4992535
231174,55811893
231411,0
231420,2908957
231536,3438811
231554,0
231581,6405255
231624,66743466
231651,4157425
231697,3377101
231712,23511603
231785,0
231873,818148
231882,2627013
231970,0
232016,139027
232025,3289078
232043,4732896
232052,728763
232089,3052318
232186,129140925
232195,5471758
232256,7472713
232265,12136414
232308,5258200
232414,6443839
232423,78090526
232450,4949143
232557,451489
232566,17337254
232575,3853356
232609,11013458
232618,1195301
232672,2876111
232681,17929307
232706,9954381
232724,0
232788,2242427
232797,0
232867,3240092
232885,0
232937,14844173
232946,46504220
232982,0
233019,2442390
233037,869256
233082,0
233116,3842064
233277,33443997
233295,8868596
233301,4948525
233310,1746432
233329,0
233338,1912705
233356,0
233374,30801562
233408,0
233426,11165245
233541,10520384
233602,217889
233611,0
233639,2276830
233648,2338289
233718,2239616
233754,6319326
233772,15732731
233842,0
233897,7267694
233903,2123341
233921,157402917
233949,4686495
234030,75055091
234076,165127753
234085,0
234137,0
234155,12317425
234164,0
234173,6980758
234207,29773702
234377,1638517
234669,15999855
234696,0
234711,3516048
234827,24602987
234845,4253838
234915,0
234933,13586957
234951,256914
234979,8943879
235024,2420000
235097,34180523
235103,8253066
235149,8864923
235167,8092818
235237,9164479
235316,39271965
235334,3179235
235343,12865823
235422,482420
235431,11784807
235547,0
235671,74711
235699,5806814
235750,5129371
236072,5915767
236133,3579463
236188,9144236
236212,0
236230,14001232
236258,2666925
236328,20731083
236382,5454845
236452,5163075
236504,4563383
236513,10854466
236577,13411288
236595,45644192
236610,8104612
236638,6775684
236656,6162121
236692,13512754
236708,8489685
236753,9346022
236887,5895238
236896,0
236939,83922261
236948,213179559
236975,0
237011,54374460
237039,5769632
237057,15635666
237066,10716951
237109,9269549
237118,2223788
237136,0
237181,2416543
237215,3617187
237312,2056330
237330,4689171
237358,2084298
237367,8448129
237385,3075708
237437,0
237525,32063223
237598,0
237640,794163
237686,3107262
237701,2835819
237783,0
237792,8712475
237817,2191355
237899,5090978
237932,6457199
237950,4830829
237969,3249247
237987,0
237996,0
238014,2409589
238032,80117811
238078,0
238193,0
238263,41620648
238324,1182064
238333,4760801
238397,0
238430,2440780
238458,8306126
238476,11426980
238616,0
238661,5697270
238722,17363857
238759,18169872
238980,1821025
239008,7642358
239017,12383673
239071,1418060
239080,2853088
239105,54066914
239220,5880705
239248,49634773
239309,2587042
239318,10473855
239372,9928895
239390,2838619
239424,0
239442,0
239460,9740918
239488,21145912
239512,3465770
239628,3495598
239637,0
239716,9922022
239910,5335013
240107,5733810
240116,11509977
240125,15919632
240170,13177493
240189,34238930
240198,10008982
240268,31375878
240277,14948947
240329,31297955
240338,3689079
240365,26160312
240374,10335603
240392,0
240417,21274181
240426,6627545
240444,233901285
240453,76303860
240462,18318316
240471,14800476
240480,20042293
240505,6963594
240514,2962125
240596,1556478
240620,5589337
240657,3862576
240666,5403708
240693,3834688
240718,0
240727,58617572
240736,0
240745,2979329
240754,9536180
240790,0
241100,0
241128,0
241191,0
241216,71883
241225,0
241304,0
241331,0
241377,0
241386,0
241395,0
241410,0
241517,0
241614,0
241720,0
241739,0
241766,0
241836,0
241951,411748
242042,0
242112,0
242121,0
242130,0
242149,0
242556,1002400
242565,0
242583,0
242617,0
242626,0
242635,0
242644,0
242653,0
242662,0
242680,0
242699,0
242705,0
242723,0
242972,19500
243081,0
243106,5371891
243115,0
243133,0
243142,0
243151,7398278
243160,0
243179,0
243188,470607
243197,36450918
243203,0
243212,0
243221,216420
243346,0
243443,0
243498,0
243568,0
243577,0
243586,0
243601,0
243638,2653261
243647,0
243665,0
243744,270400071
243780,215283621
243823,0
243832,0
243841,0
244233,0
244279,0
244437,0
244446,0
245625,0
245652,2760373
245777,0
245838,0
245847,0
245865,0
245883,0
245953,0
245962,0
246345,0
246354,6659330
246789,0
246813,671980
246974,0
247065,0
247162,0
247603,1434000
247649,3567884
247773,0
247825,0
247834,35472002
247940,3030840
248934,0
249609,0
250027,0
251260,4990741
251312,0
260372,641868
260691,0
260789,0
260813,0
260992,0
261861,0
262031,7057631
262086,0
262129,8064519
262457,0
363439,0
363633,887515
363712,0
363721,3410836
363907,0
363916,0
363934,0
364016,9241691
364025,11230573
365204,0
366003,0
366252,24431379
366261,0
366270,0
366289,0
366340,324007
366368,0
366395,0
366401,0
366465,0
366535,0
366553,0
366711,34731144
367103,0
367112,0
367459,7202125
367884,0
367954,0
368443,0
368452,0
368629,0
368911,0
369002,0
369400,0
369455,0
369516,0
369659,263788
369668,0
371964,0
372073,0
372329,0
372718,0
372921,0
373085,0
374024,0
375230,0
375416,0
375939,0
376224,0
376321,0
376385,235681
376695,0
377111,0
377218,0
377342,0
377449,425090
377458,544295
377555,21374672
377564,24457103
377661,0
378105,0
378576,0
379782,0
380359,708789
380368,1815394
380377,1135480
380438,0
381459,0
382957,0
383020,0
383084,0
383190,5841624
383996,384407
384254,0
384333,8379433
384342,4920710
384412,0
384421,0
385503,0
385619,80675
386153,0
386472,0
388520,0
392257,0
392415,0
395362,0
399212,0
399869,0
399911,5822674
401223,0
401250,0
403469,364707
403478,823473
403487,1300175
404055,0
404222,0
404426,2795690
404806,0
404912,0
404994,0
405058,0
405854,0
405872,0
406024,0
406033,0
406547,0
407629,0
408729,0
408844,0
409254,0
409315,30030970
409616,3002617
409698,18059568
412173,0
412599,0
413413,0
413617,0
413626,526580
413680,0
414461,1069645
414595,0
414823,3468362
414911,0
414939,0
414966,0
416801,0
417327,0
417734,974264
417752,0
418126,0
418533,3502925
418889,0
419244,0
419341,0
420024,192795
420246,0
420325,0
420370,0
420398,10520991
420431,0
420440,1074413
420538,1744643
420556,0
420723,0
421513,0
421708,0
421832,0
421841,0
421878,0
422020,0
422695,0
423643,0
423652,526898
425250,0
426314,0
427982,485888
428170,0
428259,0
428392,1911970
429085,0
429094,0
429128,0
430704,0
430795,0
430935,0
431141,0
431929,0
431983,0
432348,0
432384,0
432524,0
433004,105000
433013,0
433174,0
433387,0
433420,0
433536,0
433660,30235696
434016,0
434061,3865173
434140,0
434159,0
434441,0
434539,0
434584,0
434672,0
434715,0
434751,0
434821,0
434900,0
434937,0
435000,0
436304,2440768
436429,97500
436599,0
436614,0
437097,0
437103,7206523
437635,0
437732,0
437750,0
437769,0
437936,0
438151,0
438179,0
438221,0
438258,0
438498,0
438504,0
438586,0
438708,0
438869,0
439020,0
439118,0
439190,3564331
439288,3206527
439367,0
439394,0
439446,0
439507,0
439570,0
439701,0
439738,0
439783,0
439792,0
439817,0
439862,0
439871,0
439899,0
439969,0
440031,0
440059,2275000
440138,0
440262,0
440271,0
440402,1782333
440651,372796
440794,0
440916,2247535
441025,0
441052,0
441070,328245
441104,0
441131,0
441229,0
441371,0
441423,0
441487,0
441609,0
441636,0
441742,0
441760,3553241
441858,0
441900,5552008
441937,20320452
441982,5015364
442064,0
442134,0
442295,0
442356,0
442383,0
442392,0
442426,0
442435,0
442444,0
442523,112496
442569,0
442602,0
442781,768962
442842,0
442879,0
442888,0
442930,0
442967,0
443049,0
443058,0
443076,0
443128,0
443261,0
443331,0
443340,0
443377,0
443410,82363
443492,1559373
443562,0
443571,0
443599,0
443650,0
443696,0
443702,0
443748,0
444088,0
444103,0
444130,0
444219,0
444255,0
444325,0
444334,0
444343,0
444361,0
444398,0
444413,0
444556,0
444565,0
444699,0
444714,0
444778,0
444787,161120
444811,0
444866,0
444954,1827790
445027,0
445054,1906300
445133,0
445188,47992480
445203,0
445230,0
445249,0
445267,267882
445461,0
445692,0
445708,6771520
445735,0
445744,0
445869,0
445948,0
446002,0
446048,4252786
446109,0
446118,0
446127,0
446136,0
446163,0
446233,82612
446385,0
446394,0
446525,0
446552,0
446561,0
446589,0
446604,0
446613,0
446640,0
446774,1095520
447014,0
447050,0
447263,0
447351,0
447421,0
447458,0
447582,1279344
447591,0
447689,0
447698,0
447713,0
447759,0
447768,0
447777,0
447847,0
447935,0
447953,221268
447999,0
448239,0
448354,0
448372,0
448433,0
448594,0
448600,0
448673,0
448691,0
448859,0
449074,0
449083,0
449092,0
449135,0
449250,0
449339,0
449384,0
449445,0
449481,0
449506,0
449524,0
449612,0
449658,0
449764,0
449834,0
449861,0
449870,0
449889,0
449898,0
449922,340000
449931,0
450058,0
450067,0
450128,0
450304,1461512
450571,0
450696,0
450702,0
450933,0
450960,0
451103,0
451370,0
451398,0
451404,0
451477,0
451510,1560275
451556,56154
451741,0
451750,0
451820,0
451857,0
451866,0
451927,0
452081,0
452124,0
452373,0
452948,0
453792,0
454184,0
454218,0
454306,0
454458,0
454616,0
454689,0
454698,0
454786,0
454810,0
454829,0
454838,0
454856,0
454865,0
455099,0
455114,7092729
455178,0
455196,0
455257,0
455336,0
455433,0
455479,0
455512,0
455628,0
455664,120000
455770,0
455804,0
455813,0
455868,0
455956,0
455983,0
456038,0
456153,0
456205,0
456454,0
456481,0
456490,0
456506,0
456579,0
456852,0
456959,2289445
456977,0
457086,0
457101,0
457110,0
457299,0
457527,0
457536,57000
457688,0
458034,0
458140,0
458210,0
458229,0
458405,0
458441,0
458496,0
458681,0
459204,0
459213,0
459259,0
459268,0
459310,0
459417,0
459514,0
459727,0
459736,0
459745,0
459824,0
459842,0
459851,0
459949,13306563
459958,0
460020,0
460109,0
460136,0
460181,0
460190,0
460206,0
460349,46589
460376,0
460394,0
460464,0
460543,0
460677,0
460738,0
460756,0
460817,0
460826,0
460835,0
460899,0
461014,0
461032,0
461120,0
461148,0
461218,0
461254,0
461263,0
461281,0
461315,0
461324,0
461485,0
461528,0
461573,0
461643,0
461689,0
461759,0
461795,0
461847,0
461865,0
461953,0
462044,0
462354,0
464226,0
465812,0
467368,0
468291,0
469416,0
469629,0
470047,0
474863,0
474890,0
474906,0
475033,0
475060,0
475176,0
475200,0
475273,577225
475398,0
475422,0
475477,0
475495,0
475565,4371111
475608,0
475635,0
475714,0
475750,0
476595,0
476601,0
476683,0
476692,0
476717,0
476726,0
476939,0
476948,0
476975,0
477039,0
478634,0
480073,0
480091,0
480189,815600
480204,0
480569,0
480657,0
480781,0
480790,0
480824,0
480833,0
480851,0
480912,71821
480967,0
480985,0
481030,161393
481058,0
481094,0
481155,0
481225,0
481252,0
481401,0
481410,0
481438,0
481535,0
481775,0
481863,0
481960,0
482149,16775796
482158,15268752
482228,55260
482413,0
482422,0
482431,0
482440,0
482459,0
482468,0
482477,0
482486,0
482538,0
482556,0
482565,0
482574,0
482608,0
482617,0
482635,0
482653,0
482680,42349559
482699,3200770
482705,1651427
482936,5243630
482990,0
483018,877598
483036,5413876
483045,0
483124,81012785
483212,2851162
483780,0
483814,0
484002,0
484066,255000
484473,213367
484613,831310
484835,0
484862,0
484871,0
484905,8905417
484932,2725021
485111,0
485139,0
485263,0
485272,0
485458,0
485519,0
485537,0
485546,0
485698,0
485768,0
485908,0
485999,0
486017,0
486026,0
486053,0
486123,55000
486196,0
486257,0
486284,0
486354,0
486372,0
486424,0
486433,0
486488,0
486813,0
486822,0
486840,84942076
486901,4960216
486965,0
487010,1250956
487092,7307623
487153,0
487162,0
487296,1496212
487302,0
487311,0
487320,1249530
487375,0
487384,0
487393,0
487409,95680
487418,0
487427,49920
487436,95680
487445,0
487454,0
487472,141440
487490,0
487524,6322042
487588,0
487597,0
487649,0
487658,0
487746,0
487861,0
487977,0
487995,0
488004,0
488059,0
488068,0
488077,0
488101,0
488305,0
488314,0
488332,0
488350,0
488448,0
488572,0
488730,4317876
488776,0
488785,0
488800,0
489201,0
489283,0
489335,0
489779,0
489812,0
489858,0
489937,0
490045,12237
490054,0
490063,45000
490081,24800
490106,0
490124,0
490133,0
490197,0
490203,0
490230,0
490276,0
490285,0
490319,0
490328,0
490346,0
490498,0
490504,0
490513,0
490559,0
490568,0
490753,47526
490805,19426332
490832,0
490841,0
490878,0
490975,0
491057,0
491181,0
491190,0
491525,0
491613,0
491622,0
491640,0
491710,0
491765,0
491808,0
491817,0
491844,355415
491914,0
491941,0
492069,0
492209,0
492449,0
492476,0
492689,0
492722,0
492801,439840
493451,0
493488,0
493521,0
493594,0
493600,0
493646,0
493664,0
493707,0
493716,0
494010,0
494162,0
494171,0
494250,0
494278,0
494287,0
494436,0
494588,0
494685,0
494737,0
494746,0
494755,0
494843,0
494852,0
494898,0
494940,25000
494959,0
494986,0
495031,0
495059,0
495147,0
495192,0
495280,0
495420,0
495439,0
495448,0
495767,418376643
495925,0
495934,0
495952,0
495961,0
496043,0
496186,0
496265,0
496283,0
496326,0
